adopter,bill_sum,bill_win,cf,income,educ,sqft,kids,n_peo,age,retire,party,state
Non-adopter,175,63,19.8840528,37.5,Some College,"(1500,2000]",0,1,63,0,Independent,Arizona
Non-adopter,225,175,18.4651659,87.5,Bachelor Degree,"(2000,3000]",1,2,48,0,Republican,California
Non-adopter,55,85,13.7376053,37.5,Graduate Degree,"(0,1000]",0,1,31,0,Republican,New Jersey
Non-adopter,88,88,14.4799344,17.5,High School or Less,"(1500,2000]",0,1,67,1,Democrat,New York
Adopter,100,35,18.1662272,125,Graduate Degree,"(1500,2000]",0,2,68,1,Democrat,California
Adopter,213,134,17.7295933,62.5,Some College,"(1500,2000]",0,3,68,1,Democrat,California
Adopter,400,60,17.0682681,250,Graduate Degree,"(2000,3000]",0,2,56,0,Republican,California
Non-adopter,90,100,13.4562822,125,Some College,"(2000,3000]",0,2,64,1,Democrat,New York
Non-adopter,275,88,19.9905379,125,High School or Less,"(1500,2000]",1,2,34,0,Democrat,Arizona
Non-adopter,88,63,13.3310909,37.5,High School or Less,"(0,1000]",0,2,71,1,Republican,New York
Adopter,400,325,14.4799344,87.5,Bachelor Degree,"(1500,2000]",0,3,47,0,Republican,New York
Adopter,60,110,19.9905379,87.5,Bachelor Degree,"(1500,2000]",0,2,66,1,Independent,Arizona
Non-adopter,88,38,17.1351879,62.5,Some College,"(1500,2000]",0,2,62,0,Democrat,California
Non-adopter,15,20,17.516009,37.5,Graduate Degree,"(1000,1500]",0,1,37,0,Republican,California
Adopter,141.62,83.05,14.1406168,37.5,Bachelor Degree,"(0,1000]",0,2,34,0,Independent,New Jersey
Adopter,184,184,17.7295933,125,Graduate Degree,"(4000,5000+]",1,2,39,0,Independent,California
Adopter,75,175,18.1662272,37.5,Some College,"(1000,1500]",0,3,78,1,Republican,California
Non-adopter,120,90,20.0647018,37.5,Some College,"(1000,1500]",0,1,41,1,Independent,Arizona
Non-adopter,200,100,17.088196,175,Bachelor Degree,"(2000,3000]",0,2,32,0,Independent,California
Adopter,350,280,19.2908626,37.5,High School or Less,"(2000,3000]",0,1,70,1,Independent,California
Adopter,100,165,18.1662272,37.5,Bachelor Degree,"(1000,1500]",0,1,55,0,Republican,California
Non-adopter,63,88,17.088196,87.5,Some College,"(1500,2000]",0,2,70,1,Democrat,California
Adopter,200,50,14.1837344,87.5,Graduate Degree,"(1500,2000]",1,3,51,0,Democrat,New Jersey
Adopter,77,125,19.3780232,87.5,High School or Less,"(1000,1500]",1,3,59,0,Republican,California
Non-adopter,60,30,16.8622154,62.5,Some College,"(1500,2000]",0,2,55,1,Democrat,California
Adopter,90,40,18.2302849,62.5,High School or Less,"(1000,1500]",0,1,63,0,Democrat,California
Non-adopter,250,150,14.4799344,125,Graduate Degree,"(1500,2000]",0,1,49,0,Independent,New York
Non-adopter,88,275,12.982605,62.5,Some College,"(1000,1500]",0,2,66,1,Independent,New York
Adopter,250,120,14.192373,87.5,Graduate Degree,"(1500,2000]",0,3,49,0,Republican,New Jersey
Non-adopter,63,88,13.6007146,62.5,Bachelor Degree,"(2000,3000]",0,1,61,0,Independent,New York
Non-adopter,375,125,18.4697327,125,Bachelor Degree,"(3000,4000]",0,3,57,0,Independent,Arizona
Non-adopter,88,88,14.2684383,37.5,Some College,"(2000,3000]",0,3,69,1,Republican,New Jersey
Adopter,269,269,14.4799344,37.5,High School or Less,"(1000,1500]",1,3,45,1,Independent,New York
Non-adopter,88,125,13.1402931,125,Some College,"(2000,3000]",0,3,54,0,Republican,New York
Non-adopter,275,88,19.2330297,87.5,Graduate Degree,"(1000,1500]",0,2,49,0,Independent,Arizona
Non-adopter,450,250,18.4697327,125,Some College,"(3000,4000]",0,3,55,0,Democrat,Arizona
Non-adopter,375,275,19.2330297,250,Graduate Degree,"(3000,4000]",0,2,57,0,Republican,Arizona
Adopter,375,175,18.5442682,250,Some College,"(2000,3000]",0,2,57,0,Independent,California
Adopter,220,220,13.0305664,62.5,Bachelor Degree,"(1500,2000]",0,2,68,0,Independent,New York
Non-adopter,125,225,13.2501303,62.5,High School or Less,"(1000,1500]",1,2,44,0,Republican,New York
Non-adopter,125,125,14.5694684,125,Bachelor Degree,"(2000,3000]",0,2,61,0,Republican,New Jersey
Adopter,375,75,17.0682681,87.5,Graduate Degree,"(2000,3000]",1,3,64,1,Independent,California
Non-adopter,300,100,17.0682681,62.5,Bachelor Degree,"(2000,3000]",0,3,60,0,Independent,California
Non-adopter,175,125,17.1962197,87.5,High School or Less,"(1500,2000]",0,2,66,1,Independent,California
Adopter,195,175,18.5312698,62.5,Some College,"(1000,1500]",0,2,51,0,Independent,California
Adopter,300,250,17.2051015,87.5,High School or Less,"(2000,3000]",1,3,49,0,Republican,California
Non-adopter,275,275,14.3055579,250,Bachelor Degree,"(4000,5000+]",1,3,53,0,Republican,New York
Non-adopter,88,38,14.5948679,37.5,Bachelor Degree,"(1000,1500]",0,1,65,0,Democrat,New Jersey
Adopter,450,180,18.5442682,62.5,High School or Less,"(2000,3000]",0,2,43,0,Democrat,California
Adopter,140,165,18.1662272,350,Graduate Degree,"(2000,3000]",0,2,84,1,Republican,California
Non-adopter,100,140,18.5442682,87.5,Graduate Degree,"(3000,4000]",0,3,56,0,Republican,California
Non-adopter,225,325,15.0308957,87.5,Some College,"(2000,3000]",0,2,69,1,Democrat,New Jersey
Non-adopter,125,125,14.4799344,175,High School or Less,"(1000,1500]",0,2,40,0,Independent,New York
Non-adopter,175,175,13.7607491,125,Some College,"(2000,3000]",0,2,79,1,Independent,New Jersey
Non-adopter,225,125,13.0458995,175,Some College,"(2000,3000]",0,3,54,0,Democrat,New York
Adopter,250,175,19.2908626,125,Some College,"(2000,3000]",0,2,68,0,Independent,California
Adopter,250,150,18.3624927,125,Some College,"(3000,4000]",0,2,73,0,Republican,California
Non-adopter,175,88,19.9905379,62.5,Graduate Degree,"(1500,2000]",0,2,65,0,Democrat,Arizona
Non-adopter,175,88,19.88405,37.5,Some College,"(1500,2000]",0,2,22,0,Republican,Arizona
Adopter,160,110,13.9606699,87.5,Some College,"(1500,2000]",0,2,75,1,Independent,New Jersey
Non-adopter,63,125,13.2440655,37.5,Bachelor Degree,"(0,1000]",0,1,33,0,Independent,New York
Adopter,250,175,17.0682681,37.5,Bachelor Degree,"(1500,2000]",0,2,66,1,Republican,California
Non-adopter,160,70,18.3624927,350,Graduate Degree,"(2000,3000]",1,2,42,0,Democrat,California
Non-adopter,300,190,13.7376053,62.5,Some College,"(0,1000]",1,2,34,0,Republican,New Jersey
Non-adopter,275,325,13.7609191,87.5,High School or Less,"(1000,1500]",0,2,31,0,Independent,New York
Non-adopter,225,180,14.287465,125,Bachelor Degree,"(1500,2000]",0,2,64,0,Democrat,New York
Adopter,150,330,18.1662272,62.5,Some College,"(2000,3000]",0,2,58,1,Republican,California
Non-adopter,200,180,13.6167158,62.5,Bachelor Degree,"(1500,2000]",0,3,27,0,Democrat,New York
Non-adopter,88,88,14.5694684,87.5,Some College,"(1000,1500]",1,3,63,1,Republican,New Jersey
Non-adopter,170,180,14.1615421,125,Bachelor Degree,"(2000,3000]",1,2,47,0,Republican,New York
Non-adopter,125,88,18.4697327,17.5,Some College,"(1000,1500]",0,1,63,1,Independent,Arizona
Adopter,250,70,18.3624927,87.5,Graduate Degree,"(1000,1500]",1,3,29,0,Independent,California
Non-adopter,400,300,19.9905379,87.5,Graduate Degree,"(1500,2000]",0,2,59,1,Democrat,Arizona
Non-adopter,175,88,13.8040129,87.5,Bachelor Degree,"(1000,1500]",0,1,37,0,Independent,New Jersey
Non-adopter,18,38,13.0019787,62.5,High School or Less,"(1000,1500]",0,2,57,0,Republican,New York
Adopter,160,100,17.7295933,125,High School or Less,"(2000,3000]",0,2,57,0,Republican,California
Adopter,150,100,18.1662272,87.5,Some College,"(1000,1500]",0,1,59,1,Republican,California
Adopter,130,70,17.516009,62.5,Some College,"(2000,3000]",0,2,67,1,Independent,California
Adopter,20,25,18.700047,62.5,Bachelor Degree,"(1000,1500]",0,1,82,1,Republican,California
Non-adopter,275,125,14.1104985,87.5,High School or Less,"(2000,3000]",1,2,54,1,Democrat,New Jersey
Non-adopter,88,63,18.4697327,37.5,Some College,"(1500,2000]",0,1,44,0,Republican,Arizona
Non-adopter,88,175,17.7750341,175,Graduate Degree,"(2000,3000]",0,3,36,0,Independent,California
Non-adopter,275,175,20.0647018,87.5,High School or Less,"(0,1000]",0,2,35,0,Independent,Arizona
Non-adopter,95,75,18.5442682,87.5,Some College,"(1500,2000]",1,1,50,0,Independent,California
Adopter,120,130,18.700047,175,Bachelor Degree,"(1500,2000]",1,2,44,0,Democrat,California
Non-adopter,150,75,19.8069413,87.5,Graduate Degree,"(3000,4000]",0,2,80,1,Republican,Arizona
Adopter,120,130,18.700047,87.5,Bachelor Degree,"(2000,3000]",0,3,61,0,Democrat,California
Non-adopter,300,300,14.0733312,62.5,Some College,"(1000,1500]",0,2,55,0,Democrat,New Jersey
Adopter,100,80,18.2273476,125,Bachelor Degree,"(1500,2000]",0,3,32,0,Independent,California
Non-adopter,275,63,18.4697327,87.5,High School or Less,"(1500,2000]",1,2,40,0,Democrat,Arizona
Non-adopter,38,38,17.7295933,17.5,High School or Less,"(0,1000]",0,3,51,0,Democrat,California
Adopter,200,150,17.7295933,62.5,High School or Less,"(1000,1500]",0,2,58,1,Independent,California
Adopter,210,120,14.1837344,37.5,Some College,"(1000,1500]",1,3,52,0,Democrat,New Jersey
Adopter,300,300,17.7295933,125,Some College,"(2000,3000]",0,3,55,0,Democrat,California
Adopter,500,400,17.7295933,125,Bachelor Degree,"(3000,4000]",1,2,47,0,Republican,California
Adopter,200,185,17.5261569,87.5,Some College,"(1500,2000]",0,2,70,1,Republican,California
Non-adopter,220,180,18.700047,350,Bachelor Degree,"(3000,4000]",1,3,56,0,Democrat,California
Adopter,200,140,18.1662272,87.5,Some College,"(2000,3000]",0,3,56,0,Independent,California
Non-adopter,18,38,18.5442682,125,Bachelor Degree,"(1500,2000]",0,1,40,0,Republican,California
Adopter,320,90,18.2302849,125,Some College,"(1500,2000]",1,2,44,0,Independent,California
Non-adopter,230,75,18.4697327,87.5,Some College,"(1500,2000]",0,2,69,1,Independent,Arizona
Non-adopter,35,60,13.179338,125,Graduate Degree,"(1000,1500]",0,3,45,0,Independent,New York
Adopter,250,180,18.1662272,175,Bachelor Degree,"(2000,3000]",1,3,42,0,Republican,California
Adopter,600,400,18.700047,62.5,Some College,"(1500,2000]",0,2,68,1,Democrat,California
Adopter,350,50,19.9905379,62.5,Bachelor Degree,"(1500,2000]",0,2,55,1,Independent,Arizona
Non-adopter,88,88,12.3941711,87.5,Some College,"(2000,3000]",0,2,54,0,Independent,New York
Adopter,300,100,14.4799344,87.5,Bachelor Degree,"(1500,2000]",0,3,48,0,Independent,New York
Non-adopter,300,700,13.9606699,250,Bachelor Degree,"(2000,3000]",1,3,38,0,Independent,New Jersey
Adopter,225,155,18.4697327,175,Graduate Degree,"(1500,2000]",0,2,72,1,Independent,Arizona
Non-adopter,63,63,13.7425534,125,High School or Less,"(0,1000]",0,2,53,0,Democrat,New York
Adopter,400,80,19.8840528,125,Some College,"(2000,3000]",1,2,51,0,Democrat,Arizona
Adopter,250,125,19.9372954,175,Some College,"(1500,2000]",0,2,69,1,Independent,Arizona
Adopter,189,248,17.2969523,87.5,Some College,"(2000,3000]",0,3,38,0,Democrat,California
Adopter,150,150,17.0682681,125,Bachelor Degree,"(1500,2000]",1,2,47,0,Democrat,California
Non-adopter,175,225,18.2273476,125,High School or Less,"(1000,1500]",0,2,46,0,Independent,California
Non-adopter,125,63,14.1458314,87.5,Some College,"(1500,2000]",0,2,64,1,Democrat,New Jersey
Adopter,75,150,17.1106164,350,Graduate Degree,"(1500,2000]",1,3,50,0,Democrat,California
Non-adopter,130,60,18.4697327,125,Graduate Degree,"(2000,3000]",0,2,59,0,Independent,Arizona
Non-adopter,225,125,13.9606699,125,Bachelor Degree,"(2000,3000]",1,2,37,0,Republican,New Jersey
Adopter,125,225,13.6167158,87.5,Some College,"(2000,3000]",0,2,65,1,Democrat,New York
Adopter,170,170,18.5442682,87.5,Bachelor Degree,"(1500,2000]",0,3,53,0,Republican,California
Adopter,120,90,17.0393921,62.5,Bachelor Degree,"(1000,1500]",0,2,64,1,Independent,California
Non-adopter,80,60,17.1962197,62.5,Some College,"(1000,1500]",0,2,61,1,Independent,California
Non-adopter,275,75,19.9748819,37.5,High School or Less,"(3000,4000]",1,3,18,0,Democrat,Arizona
Adopter,350,50,14.1458314,250,Graduate Degree,"(1500,2000]",1,3,61,0,Democrat,New Jersey
Non-adopter,63,88,13.0019787,37.5,High School or Less,"(1000,1500]",0,2,60,0,Democrat,New York
Non-adopter,150,150,14.4911203,62.5,High School or Less,"(1500,2000]",1,2,62,0,Independent,New Jersey
Adopter,400,166,17.5261569,125,Some College,"(1000,1500]",1,2,54,0,Republican,California
Non-adopter,125,63,19.9905379,87.5,Some College,"(0,1000]",0,2,42,0,Democrat,Arizona
Adopter,250,75,19.9372954,87.5,Graduate Degree,"(2000,3000]",0,2,60,1,Independent,Arizona
Non-adopter,275,88,19.1768928,62.5,Some College,"(2000,3000]",0,2,69,1,Independent,Arizona
Adopter,430,330,14.4799344,175,Bachelor Degree,"(2000,3000]",1,2,54,0,Republican,New York
Adopter,250,150,18.1662272,125,Bachelor Degree,"(3000,4000]",0,2,71,1,Republican,California
Non-adopter,85,130,19.9905379,62.5,Some College,"(1500,2000]",0,2,27,0,Republican,Arizona
Non-adopter,120,100,13.7588789,125,Graduate Degree,"(2000,3000]",0,2,69,1,Republican,New York
Non-adopter,125,125,17.4116604,125,High School or Less,"(1500,2000]",0,2,44,0,Democrat,California
Non-adopter,225,88,18.4697327,87.5,Some College,"(2000,3000]",0,2,41,0,Democrat,Arizona
Non-adopter,125,88,17.088196,125,Graduate Degree,"(1500,2000]",0,2,72,1,Republican,California
Non-adopter,125,125,19.9905379,17.5,High School or Less,"(1500,2000]",0,3,43,0,Republican,Arizona
Non-adopter,220,80,19.9905379,62.5,Bachelor Degree,"(2000,3000]",0,1,58,1,Independent,Arizona
Adopter,150,150,18.1662272,37.5,Graduate Degree,"(2000,3000]",0,2,54,0,Republican,California
Non-adopter,35,15,19.8069413,87.5,Graduate Degree,"(1000,1500]",0,2,59,1,Republican,Arizona
Adopter,60,100,18.3624927,175,Bachelor Degree,"(1000,1500]",1,3,41,0,Independent,California
Adopter,351,191,18.700047,175,Bachelor Degree,"(3000,4000]",0,3,69,1,Independent,California
Non-adopter,275,88,18.4697327,175,Graduate Degree,"(2000,3000]",1,2,47,0,Independent,Arizona
Non-adopter,96,96,18.700047,250,Graduate Degree,"(2000,3000]",0,2,60,0,Republican,California
Adopter,330,250,18.5442682,175,Bachelor Degree,"(2000,3000]",1,2,44,0,Democrat,California
Adopter,120,120,18.3624927,37.5,Graduate Degree,"(1500,2000]",0,2,64,1,Independent,California
Adopter,650,230,18.5442682,350,Graduate Degree,"(3000,4000]",0,2,64,0,Democrat,California
Non-adopter,600,1000,14.287465,350,Bachelor Degree,"(4000,5000+]",1,2,46,0,Republican,New York
Non-adopter,175,88,14.1458314,87.5,High School or Less,"(2000,3000]",0,3,79,1,Democrat,New Jersey
Adopter,80,170,18.5442682,62.5,Graduate Degree,"(1500,2000]",0,2,79,1,Independent,California
Adopter,600,300,18.5442682,250,Graduate Degree,"(2000,3000]",0,3,50,0,Republican,California
Non-adopter,88,63,14.1869744,62.5,Some College,"(1000,1500]",0,3,35,0,Independent,New Jersey
Adopter,100,110,18.1662272,37.5,Bachelor Degree,"(1000,1500]",0,2,65,0,Independent,California
Non-adopter,350,180,19.4651838,175,High School or Less,"(1500,2000]",1,3,56,1,Democrat,California
Non-adopter,125,175,13.3972202,62.5,Some College,"(2000,3000]",0,3,54,0,Republican,New York
Adopter,450,450,18.700047,175,Bachelor Degree,"(3000,4000]",0,2,70,1,Republican,California
Non-adopter,125,88,14.2318912,87.5,Some College,"(2000,3000]",0,2,65,1,Independent,New Jersey
Adopter,200,300,17.7295933,62.5,Bachelor Degree,"(1000,1500]",1,3,72,1,Independent,California
Non-adopter,125,125,18.1662272,37.5,Bachelor Degree,"(1500,2000]",0,2,70,1,Independent,California
Adopter,300,275,17.2770336,125,High School or Less,"(1500,2000]",0,2,64,1,Independent,California
Non-adopter,38,88,13.0458995,125,Some College,"(0,1000]",0,2,52,0,Democrat,New York
Non-adopter,225,175,18.4697327,37.5,Some College,"(2000,3000]",0,1,88,1,Democrat,Arizona
Non-adopter,520,350,13.7376053,175,Bachelor Degree,"(3000,4000]",1,2,35,0,Republican,New Jersey
Adopter,500,304,14.4799344,175,Some College,"(2000,3000]",0,3,60,1,Independent,New York
Non-adopter,125,225,17.3227205,125,Bachelor Degree,"(1500,2000]",0,2,58,1,Independent,California
Adopter,300,175,18.3624927,125,Some College,"(1500,2000]",0,3,59,0,Republican,California
Adopter,130,90,18.3624927,87.5,Bachelor Degree,"(2000,3000]",0,3,32,0,Democrat,California
Non-adopter,125,125,13.2440655,87.5,Some College,"(2000,3000]",1,2,51,0,Republican,New York
Non-adopter,250,180,19.1768928,87.5,Bachelor Degree,"(2000,3000]",1,2,46,0,Republican,Arizona
Non-adopter,225,75,18.4697327,87.5,High School or Less,"(2000,3000]",1,1,56,0,Republican,Arizona
Adopter,200,130,17.0682681,62.5,Some College,"(1500,2000]",1,3,33,0,Republican,California
Adopter,600,200,18.2302849,175,Some College,"(3000,4000]",1,3,56,0,Democrat,California
Adopter,450,200,18.2302849,87.5,Graduate Degree,"(2000,3000]",1,3,44,0,Republican,California
Non-adopter,125,125,18.4697327,87.5,Bachelor Degree,"(3000,4000]",1,2,41,0,Republican,Arizona
Non-adopter,225,175,14.4940869,87.5,Bachelor Degree,"(2000,3000]",0,3,51,0,Independent,New Jersey
Non-adopter,300,100,14.7659664,125,Bachelor Degree,"(2000,3000]",0,2,66,1,Democrat,New Jersey
Adopter,225,225,18.1662272,175,Bachelor Degree,"(3000,4000]",0,2,56,0,Republican,California
Non-adopter,275,125,13.7609191,125,Bachelor Degree,"(2000,3000]",0,3,52,0,Republican,New York
Adopter,250,80,14.1837344,125,Some College,"(2000,3000]",1,3,50,0,Independent,New Jersey
Non-adopter,225,225,14.5694684,175,High School or Less,"(1500,2000]",1,2,39,0,Independent,New Jersey
Non-adopter,125,125,18.4697327,62.5,Graduate Degree,"(1000,1500]",0,2,62,0,Democrat,Arizona
Non-adopter,600,500,17.088196,250,Some College,"(3000,4000]",0,2,58,0,Republican,California
Non-adopter,125,63,18.4697327,17.5,Some College,"(1500,2000]",0,1,53,0,Democrat,Arizona
Adopter,200,100,18.8477344,125,Graduate Degree,"(2000,3000]",0,2,74,1,Democrat,California
Non-adopter,125,125,15.0491191,37.5,High School or Less,"(3000,4000]",0,2,58,1,Independent,New Jersey
Adopter,400,450,17.5261569,125,Bachelor Degree,"(2000,3000]",0,3,64,0,Democrat,California
Adopter,500,150,18.5442682,175,Graduate Degree,"(2000,3000]",1,2,43,0,Republican,California
Non-adopter,100,75,17.3015558,125,Some College,"(1000,1500]",0,3,56,0,Democrat,California
Non-adopter,225,200,18.5442682,125,Bachelor Degree,"(2000,3000]",0,2,59,0,Republican,California
Adopter,80,70,19.0826154,37.5,Some College,"(1000,1500]",0,2,62,1,Republican,California
Non-adopter,225,175,18.4697327,87.5,Some College,"(1000,1500]",0,1,49,0,Independent,Arizona
Non-adopter,88,88,18.700047,37.5,Bachelor Degree,"(1500,2000]",1,2,31,0,Republican,California
Adopter,260,200,18.700047,350,Bachelor Degree,"(2000,3000]",1,1,41,0,Democrat,California
Adopter,300,50,17.2770336,125,Bachelor Degree,"(1500,2000]",0,3,50,0,Independent,California
Non-adopter,150,120,14.7471945,87.5,High School or Less,"(1500,2000]",1,2,42,0,Democrat,New Jersey
Non-adopter,63,225,17.4057518,37.5,Bachelor Degree,"(2000,3000]",1,2,30,0,Republican,California
Adopter,500,100,17.7295933,175,Bachelor Degree,"(1000,1500]",1,3,40,0,Democrat,California
Adopter,350,180,14.4799344,250,Bachelor Degree,"(1500,2000]",0,2,72,0,Republican,New York
Adopter,120,90,18.5442682,250,Bachelor Degree,"(2000,3000]",1,2,47,0,Republican,California
Adopter,245,245,18.5442682,125,Graduate Degree,"(1500,2000]",0,2,59,1,Republican,California
Adopter,600,600,14.4799344,125,Bachelor Degree,"(1500,2000]",0,3,65,1,Independent,New York
Non-adopter,250,200,13.9613867,125,Bachelor Degree,"(1000,1500]",0,2,66,0,Independent,New York
Adopter,300,130,19.4651838,125,Some College,"(2000,3000]",0,2,71,1,Independent,California
Non-adopter,500,500,17.7295933,175,Graduate Degree,"(4000,5000+]",1,3,34,0,Democrat,California
Non-adopter,225,125,18.4697327,250,Bachelor Degree,"(2000,3000]",0,2,52,0,Independent,Arizona
Adopter,420,350,18.5442682,350,Bachelor Degree,"(1500,2000]",1,2,52,0,Independent,California
